id,q1_raw,q2_raw,q3_raw,q4_raw,q5_raw,q6_raw,q7_raw,q8_raw,q9_raw,q10_raw,q1_adj,q2_adj,q3_adj,q4_adj,q5_adj,q6_adj,q7_adj,q8_adj,q9_adj,q10_adj,skor_total,label
552,2,1,3,0,4,0,3,0,0,0,2,1,3,0,4,4,1,4,4,4,27,TINGGI
553,3,4,3,3,0,4,0,2,3,0,3,4,3,3,0,0,4,2,1,4,24,SEDANG
554,2,4,2,4,4,1,3,4,0,1,2,4,2,4,4,3,1,0,4,3,27,TINGGI
555,2,2,1,1,1,4,4,3,4,1,2,2,1,1,1,0,0,1,0,3,11,RENDAH
556,1,0,1,2,1,4,2,0,2,4,1,0,1,2,1,0,2,4,2,0,13,RENDAH
557,4,3,2,1,3,3,4,4,3,4,4,3,2,1,3,1,0,0,1,0,15,SEDANG
558,1,1,0,4,3,0,0,2,1,4,1,1,0,4,3,4,4,2,3,0,22,SEDANG
559,2,0,0,1,3,3,0,2,3,4,2,0,0,1,3,1,4,2,1,0,14,SEDANG
560,1,3,2,3,1,0,0,1,1,0,1,3,2,3,1,4,4,3,3,4,28,TINGGI
561,2,3,0,0,1,4,0,3,1,1,2,3,0,0,1,0,4,1,3,3,17,SEDANG
562,4,3,2,4,3,1,4,3,0,1,4,3,2,4,3,3,0,1,4,3,27,TINGGI
563,3,3,2,3,1,1,1,1,0,1,3,3,2,3,1,3,3,3,4,3,28,TINGGI
564,1,1,0,3,3,1,4,4,1,2,1,1,0,3,3,3,0,0,3,2,16,SEDANG
565,0,0,4,1,3,4,4,4,4,4,0,0,4,1,3,0,0,0,0,0,8,RENDAH
566,3,4,4,3,0,1,2,4,0,2,3,4,4,3,0,3,2,0,4,2,25,SEDANG
567,3,4,0,2,4,0,4,2,3,4,3,4,0,2,4,4,0,2,1,0,20,SEDANG
568,2,3,4,0,4,0,0,1,4,0,2,3,4,0,4,4,4,3,0,4,28,TINGGI
569,1,3,0,2,0,3,3,2,3,0,1,3,0,2,0,1,1,2,1,4,15,SEDANG
570,1,0,0,0,0,0,3,4,3,1,1,0,0,0,0,4,1,0,1,3,10,RENDAH
571,3,4,2,4,3,0,1,3,3,1,3,4,2,4,3,4,3,1,1,3,28,TINGGI
572,1,3,3,3,2,0,4,4,1,0,1,3,3,3,2,4,0,0,3,4,23,SEDANG
573,4,1,0,4,0,4,4,2,3,3,4,1,0,4,0,0,0,2,1,1,13,RENDAH
574,2,3,3,3,4,3,3,2,0,4,2,3,3,3,4,1,1,2,4,0,23,SEDANG
575,4,0,4,4,2,1,1,3,1,0,4,0,4,4,2,3,3,1,3,4,28,TINGGI
576,1,0,2,1,4,0,4,1,3,3,1,0,2,1,4,4,0,3,1,1,17,SEDANG
577,0,1,4,4,1,0,1,2,1,1,0,1,4,4,1,4,3,2,3,3,25,SEDANG
578,4,4,0,3,4,2,3,2,1,0,4,4,0,3,4,2,1,2,3,4,27,TINGGI
579,2,1,2,3,2,4,3,1,0,3,2,1,2,3,2,0,1,3,4,1,19,SEDANG
580,2,4,3,4,2,0,3,0,0,2,2,4,3,4,2,4,1,4,4,2,30,TINGGI
581,1,2,0,1,1,1,4,4,2,4,1,2,0,1,1,3,0,0,2,0,10,RENDAH
582,4,1,1,3,1,4,4,2,1,2,4,1,1,3,1,0,0,2,3,2,17,SEDANG
583,4,4,3,2,3,2,1,4,3,1,4,4,3,2,3,2,3,0,1,3,25,SEDANG
584,4,3,4,2,1,4,2,2,2,4,4,3,4,2,1,0,2,2,2,0,20,SEDANG
585,3,1,4,3,4,4,0,2,0,4,3,1,4,3,4,0,4,2,4,0,25,SEDANG
586,2,1,2,4,1,0,0,0,3,2,2,1,2,4,1,4,4,4,1,2,25,SEDANG
587,4,4,4,4,3,0,1,0,3,4,4,4,4,4,3,4,3,4,1,0,31,TINGGI
588,4,3,0,3,2,1,0,1,1,0,4,3,0,3,2,3,4,3,3,4,29,TINGGI
589,4,2,1,0,1,1,1,2,1,2,4,2,1,0,1,3,3,2,3,2,21,SEDANG
590,3,0,2,4,2,0,2,4,3,4,3,0,2,4,2,4,2,0,1,0,18,SEDANG
591,3,2,1,1,4,2,0,3,2,0,3,2,1,1,4,2,4,1,2,4,24,SEDANG
592,0,0,0,1,3,2,1,2,3,4,0,0,0,1,3,2,3,2,1,0,12,RENDAH
593,1,3,4,2,4,1,3,3,4,4,1,3,4,2,4,3,1,1,0,0,19,SEDANG
594,4,4,1,0,4,0,2,0,1,1,4,4,1,0,4,4,2,4,3,3,29,TINGGI
595,1,0,2,0,0,0,3,3,2,2,1,0,2,0,0,4,1,1,2,2,13,RENDAH
596,1,2,3,2,2,2,1,0,4,1,1,2,3,2,2,2,3,4,0,3,22,SEDANG
597,4,3,3,1,2,3,0,1,0,0,4,3,3,1,2,1,4,3,4,4,29,TINGGI
598,1,1,4,3,3,2,0,1,0,0,1,1,4,3,3,2,4,3,4,4,29,TINGGI
599,3,0,3,0,1,0,1,1,3,1,3,0,3,0,1,4,3,3,1,3,21,SEDANG
600,4,4,1,3,2,0,2,1,4,0,4,4,1,3,2,4,2,3,0,4,27,TINGGI
601,1,1,0,0,2,4,2,3,1,1,1,1,0,0,2,0,2,1,3,3,13,RENDAH
602,3,0,4,3,4,2,2,0,1,0,3,0,4,3,4,2,2,4,3,4,29,TINGGI
603,4,3,2,4,2,3,0,4,1,3,4,3,2,4,2,1,4,0,3,1,24,SEDANG
604,2,3,3,3,4,2,0,4,1,0,2,3,3,3,4,2,4,0,3,4,28,TINGGI
605,3,3,4,3,0,1,0,2,1,0,3,3,4,3,0,3,4,2,3,4,29,TINGGI
606,4,2,4,1,3,1,2,2,0,1,4,2,4,1,3,3,2,2,4,3,28,TINGGI
607,4,2,3,0,3,4,3,3,0,4,4,2,3,0,3,0,1,1,4,0,18,SEDANG
608,4,3,4,3,1,0,1,0,3,3,4,3,4,3,1,4,3,4,1,1,28,TINGGI
609,0,4,4,3,0,0,2,1,4,2,0,4,4,3,0,4,2,3,0,2,22,SEDANG
610,1,4,2,0,4,3,2,2,4,1,1,4,2,0,4,1,2,2,0,3,19,SEDANG
611,3,3,4,3,4,2,0,4,4,4,3,3,4,3,4,2,4,0,0,0,23,SEDANG
612,4,2,1,4,2,0,3,1,2,3,4,2,1,4,2,4,1,3,2,1,24,SEDANG
613,3,0,4,2,3,2,3,3,1,1,3,0,4,2,3,2,1,1,3,3,22,SEDANG
614,4,2,2,4,1,2,1,0,0,2,4,2,2,4,1,2,3,4,4,2,28,TINGGI
615,4,2,4,1,3,1,2,3,4,3,4,2,4,1,3,3,2,1,0,1,21,SEDANG
616,2,0,2,2,0,4,1,3,4,2,2,0,2,2,0,0,3,1,0,2,12,RENDAH
617,1,4,4,4,4,0,4,0,2,3,1,4,4,4,4,4,0,4,2,1,28,TINGGI
618,2,0,3,1,4,0,1,0,3,1,2,0,3,1,4,4,3,4,1,3,25,SEDANG
619,0,2,0,2,4,4,2,0,4,1,0,2,0,2,4,0,2,4,0,3,17,SEDANG
620,4,3,1,4,3,0,3,1,1,1,4,3,1,4,3,4,1,3,3,3,29,TINGGI
621,3,1,2,2,0,4,4,4,1,2,3,1,2,2,0,0,0,0,3,2,13,RENDAH
622,0,2,0,1,1,4,2,2,1,0,0,2,0,1,1,0,2,2,3,4,15,SEDANG
623,4,4,4,4,4,3,2,1,4,3,4,4,4,4,4,1,2,3,0,1,27,TINGGI
624,1,4,3,2,2,3,0,2,1,4,1,4,3,2,2,1,4,2,3,0,22,SEDANG
625,3,4,2,3,4,4,1,2,1,0,3,4,2,3,4,0,3,2,3,4,28,TINGGI
626,2,4,4,1,2,0,4,2,1,3,2,4,4,1,2,4,0,2,3,1,23,SEDANG
627,2,0,4,4,1,2,1,0,1,0,2,0,4,4,1,2,3,4,3,4,27,TINGGI
628,0,4,4,2,0,3,1,1,3,2,0,4,4,2,0,1,3,3,1,2,20,SEDANG
629,3,1,3,3,4,1,0,4,1,1,3,1,3,3,4,3,4,0,3,3,27,TINGGI
630,1,3,2,3,3,1,3,4,0,2,1,3,2,3,3,3,1,0,4,2,22,SEDANG
631,2,2,0,3,3,1,0,0,3,4,2,2,0,3,3,3,4,4,1,0,22,SEDANG
632,1,1,0,1,2,1,0,4,4,4,1,1,0,1,2,3,4,0,0,0,12,RENDAH
633,3,4,4,4,2,0,0,1,0,3,3,4,4,4,2,4,4,3,4,1,33,TINGGI
634,2,2,4,1,1,1,0,1,4,4,2,2,4,1,1,3,4,3,0,0,20,SEDANG
635,3,1,4,2,4,1,0,2,4,0,3,1,4,2,4,3,4,2,0,4,27,TINGGI
636,4,3,1,4,1,2,0,0,1,3,4,3,1,4,1,2,4,4,3,1,27,TINGGI
637,0,0,0,2,0,4,3,1,3,0,0,0,0,2,0,0,1,3,1,4,11,RENDAH
638,3,0,0,2,1,2,0,3,2,1,3,0,0,2,1,2,4,1,2,3,18,SEDANG
639,3,2,1,3,0,4,3,0,1,4,3,2,1,3,0,0,1,4,3,0,17,SEDANG
640,1,2,0,3,0,1,2,0,4,0,1,2,0,3,0,3,2,4,0,4,19,SEDANG
641,3,4,4,2,2,3,2,0,3,3,3,4,4,2,2,1,2,4,1,1,24,SEDANG
642,0,2,0,1,2,1,4,1,4,4,0,2,0,1,2,3,0,3,0,0,11,RENDAH
643,3,3,3,2,4,1,2,0,2,2,3,3,3,2,4,3,2,4,2,2,28,TINGGI
644,2,0,0,0,1,0,4,3,1,2,2,0,0,0,1,4,0,1,3,2,13,RENDAH
645,1,1,4,1,1,2,0,1,4,2,1,1,4,1,1,2,4,3,0,2,19,SEDANG
646,4,1,4,0,2,0,2,0,0,2,4,1,4,0,2,4,2,4,4,2,27,TINGGI
647,3,3,2,3,4,1,3,0,3,1,3,3,2,3,4,3,1,4,1,3,27,TINGGI
648,1,0,4,4,2,0,0,1,0,1,1,0,4,4,2,4,4,3,4,3,29,TINGGI
649,0,2,3,0,3,2,1,1,3,3,0,2,3,0,3,2,3,3,1,1,18,SEDANG
650,0,2,2,3,2,2,3,2,2,4,0,2,2,3,2,2,1,2,2,0,16,SEDANG
651,0,0,0,1,2,0,2,3,2,2,0,0,0,1,2,4,2,1,2,2,14,SEDANG
652,3,0,3,4,4,1,1,0,4,2,3,0,3,4,4,3,3,4,0,2,26,SEDANG
653,2,4,4,4,0,0,0,2,0,4,2,4,4,4,0,4,4,2,4,0,28,TINGGI
654,3,1,1,3,0,2,4,3,3,4,3,1,1,3,0,2,0,1,1,0,12,RENDAH
655,4,4,3,4,4,2,0,2,0,0,4,4,3,4,4,2,4,2,4,4,35,TINGGI
656,0,0,2,1,4,3,4,4,4,4,0,0,2,1,4,1,0,0,0,0,8,RENDAH
657,1,1,0,1,4,3,4,3,1,2,1,1,0,1,4,1,0,1,3,2,14,SEDANG
658,3,3,3,4,2,0,4,2,1,0,3,3,3,4,2,4,0,2,3,4,28,TINGGI
659,4,1,2,1,3,3,2,3,0,4,4,1,2,1,3,1,2,1,4,0,19,SEDANG
660,1,0,2,0,0,3,1,2,4,4,1,0,2,0,0,1,3,2,0,0,9,RENDAH
661,1,4,4,2,3,1,2,2,1,1,1,4,4,2,3,3,2,2,3,3,27,TINGGI
662,4,0,3,0,1,4,4,4,2,2,4,0,3,0,1,0,0,0,2,2,12,RENDAH
663,0,2,0,3,2,4,2,3,4,2,0,2,0,3,2,0,2,1,0,2,12,RENDAH
664,3,1,4,0,0,3,1,1,2,0,3,1,4,0,0,1,3,3,2,4,21,SEDANG
665,3,2,1,3,1,0,4,0,1,2,3,2,1,3,1,4,0,4,3,2,23,SEDANG
666,0,2,0,0,3,0,4,2,4,4,0,2,0,0,3,4,0,2,0,0,11,RENDAH
667,0,2,2,0,2,1,0,0,2,2,0,2,2,0,2,3,4,4,2,2,21,SEDANG
668,2,4,3,2,4,0,3,0,2,2,2,4,3,2,4,4,1,4,2,2,28,TINGGI
669,2,2,2,1,3,4,2,3,4,4,2,2,2,1,3,0,2,1,0,0,13,RENDAH
670,4,4,3,2,1,0,3,2,4,2,4,4,3,2,1,4,1,2,0,2,23,SEDANG
671,3,1,3,0,1,4,2,1,4,3,3,1,3,0,1,0,2,3,0,1,14,SEDANG
672,0,0,2,3,2,3,4,3,1,2,0,0,2,3,2,1,0,1,3,2,14,SEDANG
673,1,3,0,1,3,4,3,4,4,2,1,3,0,1,3,0,1,0,0,2,11,RENDAH
674,2,2,2,4,2,3,1,1,3,0,2,2,2,4,2,1,3,3,1,4,24,SEDANG
675,0,4,2,4,1,1,3,4,4,4,0,4,2,4,1,3,1,0,0,0,15,SEDANG
676,2,1,4,1,0,0,4,3,0,1,2,1,4,1,0,4,0,1,4,3,20,SEDANG
677,3,3,2,1,1,0,2,3,4,4,3,3,2,1,1,4,2,1,0,0,17,SEDANG
678,3,2,1,2,1,3,4,4,2,0,3,2,1,2,1,1,0,0,2,4,16,SEDANG
679,0,3,4,0,2,0,0,4,4,1,0,3,4,0,2,4,4,0,0,3,20,SEDANG
680,4,4,1,2,0,0,2,0,2,1,4,4,1,2,0,4,2,4,2,3,26,SEDANG
681,0,2,0,0,1,3,0,4,4,0,0,2,0,0,1,1,4,0,0,4,12,RENDAH
682,1,1,2,3,4,4,2,4,0,4,1,1,2,3,4,0,2,0,4,0,17,SEDANG
683,0,1,0,1,0,2,4,4,0,4,0,1,0,1,0,2,0,0,4,0,8,RENDAH
684,4,3,3,4,2,1,4,4,3,1,4,3,3,4,2,3,0,0,1,3,23,SEDANG
685,1,2,0,4,3,0,2,2,3,0,1,2,0,4,3,4,2,2,1,4,23,SEDANG
686,2,1,4,1,3,3,2,0,4,0,2,1,4,1,3,1,2,4,0,4,22,SEDANG
687,3,3,4,2,2,2,1,3,0,0,3,3,4,2,2,2,3,1,4,4,28,TINGGI
688,2,2,2,4,4,3,0,2,2,0,2,2,2,4,4,1,4,2,2,4,27,TINGGI
689,0,1,2,0,4,0,4,3,3,4,0,1,2,0,4,4,0,1,1,0,13,RENDAH
690,3,3,4,2,1,0,2,1,0,0,3,3,4,2,1,4,2,3,4,4,30,TINGGI
691,2,4,3,4,4,3,1,2,0,0,2,4,3,4,4,1,3,2,4,4,31,TINGGI
692,1,4,0,4,1,1,4,2,4,4,1,4,0,4,1,3,0,2,0,0,15,SEDANG
693,1,4,4,1,3,1,4,0,1,0,1,4,4,1,3,3,0,4,3,4,27,TINGGI
694,2,1,0,4,2,1,1,2,0,0,2,1,0,4,2,3,3,2,4,4,25,SEDANG
695,4,0,2,1,0,4,3,3,3,3,4,0,2,1,0,0,1,1,1,1,11,RENDAH
696,1,1,4,0,1,1,2,2,2,3,1,1,4,0,1,3,2,2,2,1,17,SEDANG
697,1,2,0,1,2,4,1,4,3,4,1,2,0,1,2,0,3,0,1,0,10,RENDAH
698,2,1,4,3,3,2,1,0,3,2,2,1,4,3,3,2,3,4,1,2,25,SEDANG
699,1,3,2,0,2,2,4,2,4,4,1,3,2,0,2,2,0,2,0,0,12,RENDAH
700,0,0,4,2,4,2,4,3,0,2,0,0,4,2,4,2,0,1,4,2,19,SEDANG
701,4,2,4,0,4,1,0,3,4,4,4,2,4,0,4,3,4,1,0,0,22,SEDANG
702,0,2,2,1,3,1,4,4,0,0,0,2,2,1,3,3,0,0,4,4,19,SEDANG
703,2,0,0,2,3,3,0,2,0,2,2,0,0,2,3,1,4,2,4,2,20,SEDANG
704,2,4,3,4,1,1,0,2,3,4,2,4,3,4,1,3,4,2,1,0,24,SEDANG
705,0,3,4,3,1,3,4,1,4,4,0,3,4,3,1,1,0,3,0,0,15,SEDANG
706,0,3,2,4,2,0,1,1,2,0,0,3,2,4,2,4,3,3,2,4,27,TINGGI
707,1,0,4,2,4,0,0,1,2,0,1,0,4,2,4,4,4,3,2,4,28,TINGGI
708,2,1,2,0,0,2,1,3,1,4,2,1,2,0,0,2,3,1,3,0,14,SEDANG
709,0,0,0,0,1,4,2,3,0,4,0,0,0,0,1,0,2,1,4,0,8,RENDAH
710,1,2,1,1,1,1,4,0,2,2,1,2,1,1,1,3,0,4,2,2,17,SEDANG
711,4,1,0,2,2,2,0,0,2,1,4,1,0,2,2,2,4,4,2,3,24,SEDANG
712,2,1,1,3,1,4,4,3,2,3,2,1,1,3,1,0,0,1,2,1,12,RENDAH
713,1,1,0,4,2,3,4,4,3,4,1,1,0,4,2,1,0,0,1,0,10,RENDAH
714,1,1,4,2,4,0,1,0,1,0,1,1,4,2,4,4,3,4,3,4,30,TINGGI
715,1,0,1,1,4,4,4,4,3,2,1,0,1,1,4,0,0,0,1,2,10,RENDAH
716,3,0,0,2,4,3,4,4,4,4,3,0,0,2,4,1,0,0,0,0,10,RENDAH
717,0,4,0,4,0,0,0,3,2,3,0,4,0,4,0,4,4,1,2,1,20,SEDANG
718,1,3,3,1,0,1,3,3,2,2,1,3,3,1,0,3,1,1,2,2,17,SEDANG
719,1,2,4,0,3,4,4,3,1,3,1,2,4,0,3,0,0,1,3,1,15,SEDANG
720,4,2,2,2,1,2,0,1,2,0,4,2,2,2,1,2,4,3,2,4,26,SEDANG
721,4,1,2,3,3,0,1,1,1,1,4,1,2,3,3,4,3,3,3,3,29,TINGGI
722,4,3,2,2,0,4,2,2,3,1,4,3,2,2,0,0,2,2,1,3,19,SEDANG
723,3,3,3,1,4,4,4,3,1,4,3,3,3,1,4,0,0,1,3,0,18,SEDANG
724,4,3,4,3,3,3,2,0,1,2,4,3,4,3,3,1,2,4,3,2,29,TINGGI
725,4,4,4,2,2,2,1,3,4,0,4,4,4,2,2,2,3,1,0,4,26,SEDANG
726,1,3,2,2,1,4,0,0,0,4,1,3,2,2,1,0,4,4,4,0,21,SEDANG
727,2,4,0,2,3,4,3,4,0,0,2,4,0,2,3,0,1,0,4,4,20,SEDANG
728,2,0,0,3,0,3,3,4,2,2,2,0,0,3,0,1,1,0,2,2,11,RENDAH
729,4,4,4,4,2,1,2,2,3,1,4,4,4,4,2,3,2,2,1,3,29,TINGGI
730,3,0,0,1,2,3,1,1,1,0,3,0,0,1,2,1,3,3,3,4,20,SEDANG
731,1,3,1,4,4,0,0,1,1,0,1,3,1,4,4,4,4,3,3,4,31,TINGGI
732,0,1,1,4,2,3,1,4,0,1,0,1,1,4,2,1,3,0,4,3,19,SEDANG
733,4,3,1,4,2,4,0,0,0,2,4,3,1,4,2,0,4,4,4,2,28,TINGGI
734,2,3,0,0,2,2,3,4,1,4,2,3,0,0,2,2,1,0,3,0,13,RENDAH
735,3,0,2,3,4,3,1,0,2,1,3,0,2,3,4,1,3,4,2,3,25,SEDANG
736,0,2,3,3,0,3,0,3,3,4,0,2,3,3,0,1,4,1,1,0,15,SEDANG
737,3,2,0,0,2,0,4,4,3,3,3,2,0,0,2,4,0,0,1,1,13,RENDAH
738,4,3,0,1,3,0,3,3,4,3,4,3,0,1,3,4,1,1,0,1,18,SEDANG
739,2,1,0,3,1,1,0,3,0,1,2,1,0,3,1,3,4,1,4,3,22,SEDANG
740,3,4,0,4,0,1,1,3,0,1,3,4,0,4,0,3,3,1,4,3,25,SEDANG
741,4,1,2,2,4,2,4,0,2,2,4,1,2,2,4,2,0,4,2,2,23,SEDANG
742,2,0,0,2,1,2,3,3,3,4,2,0,0,2,1,2,1,1,1,0,10,RENDAH
743,4,0,2,0,2,1,0,3,2,4,4,0,2,0,2,3,4,1,2,0,18,SEDANG
744,1,3,2,1,4,2,0,1,0,1,1,3,2,1,4,2,4,3,4,3,27,TINGGI
745,2,0,3,3,4,4,3,1,2,4,2,0,3,3,4,0,1,3,2,0,18,SEDANG
746,4,2,0,2,4,1,2,3,4,4,4,2,0,2,4,3,2,1,0,0,18,SEDANG
747,2,3,0,1,4,2,3,3,4,4,2,3,0,1,4,2,1,1,0,0,14,SEDANG
748,4,4,1,3,3,3,3,2,0,0,4,4,1,3,3,1,1,2,4,4,27,TINGGI
749,1,2,3,4,2,1,0,3,0,0,1,2,3,4,2,3,4,1,4,4,28,TINGGI
750,1,0,3,0,1,3,3,4,3,3,1,0,3,0,1,1,1,0,1,1,9,RENDAH
751,3,1,3,4,3,2,0,2,2,1,3,1,3,4,3,2,4,2,2,3,27,TINGGI
752,2,1,4,4,3,3,2,0,0,2,2,1,4,4,3,1,2,4,4,2,27,TINGGI
753,2,3,3,1,3,1,1,1,2,0,2,3,3,1,3,3,3,3,2,4,27,TINGGI
754,1,1,1,3,0,1,0,4,4,0,1,1,1,3,0,3,4,0,0,4,17,SEDANG
755,2,1,0,0,4,0,4,3,4,4,2,1,0,0,4,4,0,1,0,0,12,RENDAH
756,1,3,3,4,2,4,2,3,2,2,1,3,3,4,2,0,2,1,2,2,20,SEDANG
757,2,4,4,2,2,2,1,2,1,0,2,4,4,2,2,2,3,2,3,4,28,TINGGI
758,2,1,3,0,0,3,4,3,3,1,2,1,3,0,0,1,0,1,1,3,12,RENDAH
759,0,3,3,4,4,1,0,2,0,0,0,3,3,4,4,3,4,2,4,4,31,TINGGI
760,3,1,1,0,1,3,2,4,3,0,3,1,1,0,1,1,2,0,1,4,14,SEDANG
761,2,1,4,2,2,3,4,4,2,4,2,1,4,2,2,1,0,0,2,0,14,SEDANG
762,0,3,2,3,0,0,3,1,0,3,0,3,2,3,0,4,1,3,4,1,21,SEDANG
763,0,3,1,2,2,3,3,4,4,1,0,3,1,2,2,1,1,0,0,3,13,RENDAH
764,4,0,0,4,0,4,3,1,1,4,4,0,0,4,0,0,1,3,3,0,15,SEDANG
765,4,0,3,4,1,3,3,3,3,3,4,0,3,4,1,1,1,1,1,1,17,SEDANG
766,3,3,4,1,1,0,1,0,0,4,3,3,4,1,1,4,3,4,4,0,27,TINGGI
767,0,2,1,0,4,0,3,4,0,2,0,2,1,0,4,4,1,0,4,2,18,SEDANG
768,1,0,0,0,0,4,0,4,4,0,1,0,0,0,0,0,4,0,0,4,9,RENDAH
769,3,4,0,4,4,3,4,1,2,2,3,4,0,4,4,1,0,3,2,2,23,SEDANG
770,4,3,0,3,3,0,1,0,3,2,4,3,0,3,3,4,3,4,1,2,27,TINGGI
771,3,1,4,0,2,4,3,4,4,3,3,1,4,0,2,0,1,0,0,1,12,RENDAH
772,3,3,0,1,0,2,3,3,3,4,3,3,0,1,0,2,1,1,1,0,12,RENDAH
773,1,0,0,0,0,2,1,1,2,0,1,0,0,0,0,2,3,3,2,4,15,SEDANG
774,2,0,0,1,2,2,4,0,3,4,2,0,0,1,2,2,0,4,1,0,12,RENDAH
775,2,1,4,3,4,0,3,0,0,2,2,1,4,3,4,4,1,4,4,2,29,TINGGI
776,0,2,3,0,4,3,2,0,1,3,0,2,3,0,4,1,2,4,3,1,20,SEDANG
777,1,3,3,4,3,3,0,2,2,0,1,3,3,4,3,1,4,2,2,4,27,TINGGI
778,1,1,0,3,0,2,2,3,3,3,1,1,0,3,0,2,2,1,1,1,12,RENDAH
779,1,4,3,3,2,1,0,3,2,0,1,4,3,3,2,3,4,1,2,4,27,TINGGI
780,4,3,1,0,1,2,4,4,3,1,4,3,1,0,1,2,0,0,1,3,15,SEDANG
781,0,4,0,2,4,0,2,2,2,3,0,4,0,2,4,4,2,2,2,1,21,SEDANG
782,1,3,2,1,3,0,2,0,1,0,1,3,2,1,3,4,2,4,3,4,27,TINGGI
783,3,3,2,3,2,2,2,1,0,1,3,3,2,3,2,2,2,3,4,3,27,TINGGI
784,0,2,2,0,4,4,1,4,3,3,0,2,2,0,4,0,3,0,1,1,13,RENDAH
785,4,0,1,2,4,0,1,0,0,1,4,0,1,2,4,4,3,4,4,3,29,TINGGI
786,2,1,4,4,4,2,3,0,0,1,2,1,4,4,4,2,1,4,4,3,29,TINGGI
787,4,0,0,3,0,2,4,0,4,0,4,0,0,3,0,2,0,4,0,4,17,SEDANG
788,0,0,3,1,0,4,4,3,1,3,0,0,3,1,0,0,0,1,3,1,9,RENDAH
789,4,1,2,4,4,3,0,0,1,2,4,1,2,4,4,1,4,4,3,2,29,TINGGI
790,3,2,4,1,2,2,2,0,0,1,3,2,4,1,2,2,2,4,4,3,27,TINGGI
791,0,2,0,4,3,1,0,0,1,0,0,2,0,4,3,3,4,4,3,4,27,TINGGI
792,0,2,2,4,3,0,1,0,3,0,0,2,2,4,3,4,3,4,1,4,27,TINGGI
793,4,4,4,1,1,1,0,0,1,3,4,4,4,1,1,3,4,4,3,1,29,TINGGI
794,4,3,3,1,4,1,0,4,2,1,4,3,3,1,4,3,4,0,2,3,27,TINGGI
795,0,0,2,3,0,2,4,2,2,2,0,0,2,3,0,2,0,2,2,2,13,RENDAH
796,4,4,4,0,4,0,1,1,1,4,4,4,4,0,4,4,3,3,3,0,29,TINGGI
797,1,1,2,3,4,0,0,3,0,1,1,1,2,3,4,4,4,1,4,3,27,TINGGI
798,1,4,0,3,0,4,3,4,2,3,1,4,0,3,0,0,1,0,2,1,12,RENDAH
799,4,2,4,1,1,3,2,3,0,1,4,2,4,1,1,1,2,1,4,3,23,SEDANG
800,4,4,2,4,3,1,4,3,1,3,4,4,2,4,3,3,0,1,3,1,25,SEDANG
801,0,2,0,1,0,3,2,3,4,3,0,2,0,1,0,1,2,1,0,1,8,RENDAH
802,1,3,3,4,1,1,1,0,1,4,1,3,3,4,1,3,3,4,3,0,25,SEDANG
803,2,4,2,2,1,2,0,2,4,4,2,4,2,2,1,2,4,2,0,0,19,SEDANG
804,0,1,0,0,2,0,0,2,4,4,0,1,0,0,2,4,4,2,0,0,13,RENDAH
805,1,0,2,3,2,4,3,3,2,4,1,0,2,3,2,0,1,1,2,0,12,RENDAH
806,1,1,4,1,0,4,2,2,2,3,1,1,4,1,0,0,2,2,2,1,14,SEDANG
807,3,4,2,3,0,0,0,1,0,0,3,4,2,3,0,4,4,3,4,4,31,TINGGI
808,4,4,2,4,0,0,3,4,2,1,4,4,2,4,0,4,1,0,2,3,24,SEDANG
809,0,0,2,0,2,4,1,1,1,4,0,0,2,0,2,0,3,3,3,0,13,RENDAH
810,4,0,3,4,0,0,0,1,0,2,4,0,3,4,0,4,4,3,4,2,28,TINGGI
811,4,2,1,2,2,3,0,1,4,3,4,2,1,2,2,1,4,3,0,1,20,SEDANG
812,4,4,2,3,1,3,4,1,1,3,4,4,2,3,1,1,0,3,3,1,22,SEDANG
813,4,0,2,0,4,2,3,2,2,2,4,0,2,0,4,2,1,2,2,2,19,SEDANG
814,1,1,1,2,0,2,0,4,3,4,1,1,1,2,0,2,4,0,1,0,12,RENDAH
815,1,4,2,2,3,3,3,4,2,0,1,4,2,2,3,1,1,0,2,4,20,SEDANG
816,1,4,4,2,3,2,2,3,1,3,1,4,4,2,3,2,2,1,3,1,23,SEDANG
817,2,4,1,0,1,4,2,4,3,2,2,4,1,0,1,0,2,0,1,2,13,RENDAH
818,4,3,3,2,0,0,1,1,1,4,4,3,3,2,0,4,3,3,3,0,25,SEDANG
819,3,3,3,0,1,4,2,4,3,2,3,3,3,0,1,0,2,0,1,2,15,SEDANG
820,0,2,1,1,4,4,4,2,2,3,0,2,1,1,4,0,0,2,2,1,13,RENDAH
821,1,3,0,3,1,3,0,4,0,2,1,3,0,3,1,1,4,0,4,2,19,SEDANG
822,4,0,1,4,1,0,1,0,2,0,4,0,1,4,1,4,3,4,2,4,27,TINGGI
823,4,2,2,2,1,1,0,1,0,2,4,2,2,2,1,3,4,3,4,2,27,TINGGI
824,2,3,4,4,1,0,0,3,3,1,2,3,4,4,1,4,4,1,1,3,27,TINGGI
825,2,3,3,3,0,3,0,4,4,0,2,3,3,3,0,1,4,0,0,4,20,SEDANG
826,4,3,4,1,1,0,3,0,0,1,4,3,4,1,1,4,1,4,4,3,29,TINGGI
827,2,4,4,4,4,2,1,0,2,2,2,4,4,4,4,2,3,4,2,2,31,TINGGI
828,4,2,1,1,4,4,3,0,0,2,4,2,1,1,4,0,1,4,4,2,23,SEDANG
